talent_id,source_channel,status,role_id,rejected_after
88,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,Interview
89,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,Interview
90,Job Board,rejected,mdOphIXtQSKQHO5OX1D5qA,Interview
91,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,KSAO Assessment
92,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,KSAO Assessment
93,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,KSAO Assessment
94,Job Board,rejected,mdOphIXtQSKQHO5OX1D5qA,KSAO Assessment
95,Job Board,rejected,mdOphIXtQSKQHO5OX1D5qA,KSAO Assessment
96,Job Board,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Onsite
97,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Onsite
98,Job Board,rejected,mdOphIXtQSKQHO5OX1D5qA,Onsite
99,Job Board,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
100,Job Board,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
101,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
102,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
103,Job Board,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
104,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,Resume Screening
105,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,Resume Screening
106,Job Board,rejected,M83xooliQe2tmK9JbY4wLQ,Resume Screening
107,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Interview
108,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Interview
109,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Interview
110,Other,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Interview
111,Other,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Interview
112,Other,rejected,fJ8M0YvkRN2qVWjeQxIPvg,KSAO Assessment
113,Other,rejected,M83xooliQe2tmK9JbY4wLQ,KSAO Assessment
114,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
115,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
116,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
117,Other,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
118,Other,rejected,mdOphIXtQSKQHO5OX1D5qA,Resume Screening
119,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Interview
120,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Interview
121,Referral,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Interview
122,Referral,rejected,M83xooliQe2tmK9JbY4wLQ,Interview
123,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,KSAO Assessment
124,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
125,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
126,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
127,Referral,rejected,cxvOC8cjTpKe8z0V0b6D1Q,Resume Screening
128,Referral,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
129,Referral,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
130,Referral,rejected,fJ8M0YvkRN2qVWjeQxIPvg,Resume Screening
131,Referral,rejected,M83xooliQe2tmK9JbY4wLQ,Resume Screening
132,Referral,rejected,mdOphIXtQSKQHO5OX1D5qA,Resume Screening
133,Company Website,hired,eu_KU1ttQSO8A6C4x8SYBg,
134,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
135,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
136,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
137,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
138,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
139,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
140,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
141,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
142,Company Website,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
143,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
144,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
145,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
146,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,KSAO Assessment
147,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Offer and Negotiation
148,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Onsite
149,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
150,Job Board,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
151,Other,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
152,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
153,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
154,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,Interview
155,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,KSAO Assessment
156,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
157,Referral,rejected,eu_KU1ttQSO8A6C4x8SYBg,Resume Screening
158,Other,hired,K8hrVD-ITHOsbko2-CF72g,
159,Company Website,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
160,Company Website,rejected,K8hrVD-ITHOsbko2-CF72g,Onsite
161,Company Website,rejected,K8hrVD-ITHOsbko2-CF72g,Resume Screening
162,Company Website,rejected,K8hrVD-ITHOsbko2-CF72g,Resume Screening
163,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
164,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
165,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
166,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Resume Screening
167,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Resume Screening
168,Job Board,rejected,K8hrVD-ITHOsbko2-CF72g,Resume Screening
169,Other,rejected,K8hrVD-ITHOsbko2-CF72g,KSAO Assessment
170,Referral,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
171,Referral,rejected,K8hrVD-ITHOsbko2-CF72g,Interview
172,Referral,hired,5fxpxngLQ-mbt0-_wUm2cQ,
173,Company Website,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
174,Company Website,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
175,Company Website,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
176,Company Website,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Resume Screening
177,Job Board,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
178,Job Board,rejected,5fxpxngLQ-mbt0-_wUm2cQ,KSAO Assessment
179,Job Board,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Resume Screening
180,Other,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
181,Other,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
182,Referral,rejected,5fxpxngLQ-mbt0-_wUm2cQ,Interview
183,Referral,rejected,5fxpxngLQ-mbt0-_wUm2cQ,KSAO Assessment
184,Company Website,hired,qR4hTgpOSyO8E24RLK_New,
185,Company Website,hired,0snyGnExQleTrVU4XaWKdw,
186,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Interview
187,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Interview
188,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Interview
189,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Interview
190,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Interview
191,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Interview
192,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Interview
193,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Interview
194,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,KSAO Assessment
195,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Onsite
196,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Onsite
197,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
198,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
199,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
200,Company Website,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
201,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
202,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
203,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
204,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
205,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
206,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
207,Company Website,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
208,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Interview
209,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Interview
210,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Interview
211,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Interview
212,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Interview
213,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,KSAO Assessment
214,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Onsite
215,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
216,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
217,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
218,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
219,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
220,Job Board,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
221,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
222,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
223,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
224,Job Board,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
225,Other,rejected,0snyGnExQleTrVU4XaWKdw,KSAO Assessment
226,Other,rejected,0snyGnExQleTrVU4XaWKdw,Offer and Negotiation
227,Referral,rejected,0snyGnExQleTrVU4XaWKdw,Onsite
228,Referral,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
229,Referral,rejected,qR4hTgpOSyO8E24RLK_New,Resume Screening
230,Referral,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
231,Referral,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
232,Referral,rejected,0snyGnExQleTrVU4XaWKdw,Resume Screening
233,Job Board,hired,sY2YvsURQFCuW4DaTdODAQ,
234,Other,hired,sPg8CGM-QJOnWSnXwRtNLQ,
235,Referral,hired,zEpfDP23QJy-iAoYvkR3rw,
236,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Interview
237,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
238,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
239,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
240,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
241,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
242,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
243,Company Website,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
244,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
245,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
246,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,KSAO Assessment
247,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Offer and Negotiation
248,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Onsite
249,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
250,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
251,Company Website,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
252,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
253,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
254,Company Website,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
255,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Interview
256,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Interview
257,Job Board,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
258,Job Board,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
259,Job Board,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
260,Job Board,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
261,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,KSAO Assessment
262,Job Board,rejected,zEpfDP23QJy-iAoYvkR3rw,KSAO Assessment
263,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Onsite
264,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
265,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
266,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
267,Job Board,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
268,Job Board,rejected,zEpfDP23QJy-iAoYvkR3rw,Resume Screening
269,Job Board,rejected,zEpfDP23QJy-iAoYvkR3rw,Resume Screening
270,Job Board,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
271,Job Board,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
272,Other,rejected,sY2YvsURQFCuW4DaTdODAQ,Onsite
273,Other,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
274,Other,rejected,zEpfDP23QJy-iAoYvkR3rw,Resume Screening
275,Other,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
276,Referral,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
277,Referral,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
278,Referral,rejected,zEpfDP23QJy-iAoYvkR3rw,Interview
279,Referral,rejected,sY2YvsURQFCuW4DaTdODAQ,Interview
280,Referral,rejected,sPg8CGM-QJOnWSnXwRtNLQ,KSAO Assessment
281,Referral,rejected,sY2YvsURQFCuW4DaTdODAQ,KSAO Assessment
282,Referral,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Onsite
283,Referral,rejected,sPg8CGM-QJOnWSnXwRtNLQ,Resume Screening
284,Referral,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
285,Referral,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
286,Referral,rejected,sY2YvsURQFCuW4DaTdODAQ,Resume Screening
287,Job Board,hired,sc8U20MMRTuUX8YTtHU5wQ,
288,Referral,hired,N6pKuHsZSwup9lx0ZZCt_A,
289,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
290,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
291,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
292,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
293,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
294,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
295,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
296,Company Website,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
297,Company Website,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
298,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
299,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
300,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
301,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
302,Company Website,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
303,Company Website,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
304,Company Website,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
305,Company Website,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
306,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
307,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
308,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
309,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
310,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,KSAO Assessment
311,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,KSAO Assessment
312,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
313,Job Board,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
314,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
315,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
316,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
317,Job Board,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
318,Other,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
319,Other,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
320,Other,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
321,Other,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
322,Other,rejected,N6pKuHsZSwup9lx0ZZCt_A,KSAO Assessment
323,Other,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
324,Other,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
325,Other,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
326,Referral,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
327,Referral,rejected,N6pKuHsZSwup9lx0ZZCt_A,Interview
328,Referral,rejected,sc8U20MMRTuUX8YTtHU5wQ,Interview
329,Referral,rejected,N6pKuHsZSwup9lx0ZZCt_A,KSAO Assessment
330,Referral,rejected,sc8U20MMRTuUX8YTtHU5wQ,KSAO Assessment
331,Referral,rejected,N6pKuHsZSwup9lx0ZZCt_A,Onsite
332,Referral,rejected,sc8U20MMRTuUX8YTtHU5wQ,Onsite
333,Referral,rejected,N6pKuHsZSwup9lx0ZZCt_A,Resume Screening
334,Referral,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
335,Referral,rejected,sc8U20MMRTuUX8YTtHU5wQ,Resume Screening
336,Company Website,hired,Tu6UEKdzTP2lujryVcNMzw,
337,Company Website,rejected,Tu6UEKdzTP2lujryVcNMzw,Onsite
338,Company Website,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
339,Company Website,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
340,Company Website,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
341,Company Website,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
342,Job Board,rejected,Tu6UEKdzTP2lujryVcNMzw,Interview
343,Job Board,rejected,Tu6UEKdzTP2lujryVcNMzw,KSAO Assessment
344,Job Board,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
345,Other,rejected,Tu6UEKdzTP2lujryVcNMzw,Interview
346,Other,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
347,Other,rejected,Tu6UEKdzTP2lujryVcNMzw,Resume Screening
348,Referral,rejected,Tu6UEKdzTP2lujryVcNMzw,KSAO Assessment
349,Referral,rejected,Tu6UEKdzTP2lujryVcNMzw,KSAO Assessment
350,Other,hired,IL-fdcNYStOO-dE1ufJJ3Q,
351,Referral,hired,YRNoHe9PTPiX0jNL-mJmlw,
352,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Interview
353,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Interview
354,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Interview
355,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Interview
356,Company Website,rejected,IL-fdcNYStOO-dE1ufJJ3Q,Interview
357,Company Website,rejected,IL-fdcNYStOO-dE1ufJJ3Q,Interview
358,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,KSAO Assessment
359,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Resume Screening
360,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Resume Screening
361,Company Website,rejected,YRNoHe9PTPiX0jNL-mJmlw,Resume Screening
